Date,Time,date_time,altimeter,air_temp,relative_humidity,wind_direction,wind_speed,sea_level_pressure,Unnamed: 9
03/28/24,04:44,2024-03-28 04:44:00,30.11,53.06,85.8,20,3.45,,1019.66
03/28/24,04:51,2024-03-28 04:51:00,30.1,53.06,89.32,40,4.6,1019.4,1019.32
03/28/24,05:19,2024-03-28 05:19:00,30.1,53.06,85.8,40,4.6,,1019.32
03/28/24,05:39,2024-03-28 05:39:00,30.1,51.98,92.94,30,5.75,,1019.32
03/28/24,05:51,2024-03-28 05:51:00,30.1,51.98,92.94,30,3.45,1019.4,1019.32
03/28/24,06:39,2024-03-28 06:39:00,30.1,51.98,92.94,40,5.75,,1019.32
03/28/24,06:51,2024-03-28 06:51:00,30.1,51.98,92.94,30,5.75,1019.4,1019.32
03/28/24,07:51,2024-03-28 07:51:00,30.1,53.06,89.32,50,6.91,1019.4,1019.32
03/28/24,08:18,2024-03-28 08:18:00,30.11,53.06,89.32,50,6.91,,1019.66
03/28/24,08:51,2024-03-28 08:51:00,30.11,53.96,86.42,30,4.6,1019.5,1019.66
03/28/24,09:17,2024-03-28 09:17:00,30.1,55.04,79.81,60,4.6,,1019.31
03/28/24,09:51,2024-03-28 09:51:00,30.1,57.92,77.94,0,0,1019.3,1019.3
03/28/24,10:51,2024-03-28 10:51:00,30.09,57.92,77.94,0,0,1018.9,1018.97
03/28/24,11:51,2024-03-28 11:51:00,30.08,60.08,72.16,250,8.06,1018.6,1018.62
03/28/24,12:51,2024-03-28 12:51:00,30.06,60.08,72.16,250,12.66,1017.9,1017.94
03/28/24,13:51,2024-03-28 13:51:00,30.03,62.06,69.55,260,13.81,1017,1016.92
03/28/24,14:51,2024-03-28 14:51:00,30.02,59,80.66,290,13.81,1016.5,1016.59
03/28/24,15:51,2024-03-28 15:51:00,30.01,59,83.36,280,13.81,1016.1,1016.25
03/28/24,16:32,2024-03-28 16:32:00,29.99,59,80.66,270,11.51,,1015.58
03/28/24,16:40,2024-03-28 16:40:00,29.99,59,82.27,260,13.81,,1015.58
03/28/24,16:51,2024-03-28 16:51:00,29.99,59,77.52,260,11.51,1015.6,1015.58
03/28/24,17:51,2024-03-28 17:51:00,29.98,57.02,74.3,250,12.66,1015.3,1015.24
03/28/24,18:51,2024-03-28 18:51:00,29.98,57.02,74.3,270,9.21,1015,1015.24
03/28/24,19:51,2024-03-28 19:51:00,29.96,57.02,71.83,250,9.21,1014.5,1014.57
03/28/24,20:51,2024-03-28 20:51:00,29.98,53.96,83.02,270,10.36,1015.2,1015.25
03/28/24,21:51,2024-03-28 21:51:00,29.98,53.06,79.65,0,0,1015.3,1015.26
03/28/24,22:51,2024-03-28 22:51:00,29.97,55.04,74.1,130,4.6,1014.7,1014.91
03/28/24,23:51,2024-03-28 23:51:00,29.95,51.08,85.68,60,8.06,1014.1,1014.25
03/29/24,00:51,2024-03-29 00:51:00,29.96,51.08,82.82,50,4.6,1014.4,1014.58
03/29/24,01:51,2024-03-29 01:51:00,29.95,50,86.2,30,4.6,1014.1,1014.25
03/29/24,02:51,2024-03-29 02:51:00,29.94,48.92,89.74,40,4.6,1013.7,1013.91
03/29/24,03:51,2024-03-29 03:51:00,29.93,48.02,89.09,70,4.6,1013.5,1013.58
03/29/24,04:21,2024-03-29 04:21:00,29.93,48.92,86.14,60,4.6,,1013.58
03/29/24,04:51,2024-03-29 04:51:00,29.93,48.92,86.14,50,5.75,1013.3,1013.58
03/29/24,05:51,2024-03-29 05:51:00,29.93,48.92,83.23,20,5.75,1013.4,1013.58
03/29/24,06:25,2024-03-29 06:25:00,29.93,50,79.95,40,4.6,,1013.57
03/29/24,06:51,2024-03-29 06:51:00,29.93,50,79.95,20,8.06,1013.6,1013.57
03/29/24,07:51,2024-03-29 07:51:00,29.95,50,79.95,360,3.45,1014,1014.25
03/29/24,08:51,2024-03-29 08:51:00,29.95,51.08,76.81,60,3.45,1014.1,1014.25
03/29/24,09:37,2024-03-29 09:37:00,29.95,53.06,73.9,60,5.75,,1014.24
03/29/24,09:51,2024-03-29 09:51:00,29.95,55.04,74.1,60,4.6,1014.2,1014.23
03/29/24,10:51,2024-03-29 10:51:00,29.95,57.92,66.78,0,0,1014.1,1014.22
03/29/24,11:01,2024-03-29 11:01:00,29.94,55.94,66.54,0,0,,1013.89
03/29/24,11:51,2024-03-29 11:51:00,29.95,57.92,59.87,,5.75,1014.1,1014.22
03/29/24,12:51,2024-03-29 12:51:00,29.93,59,55.27,,6.91,1013.5,1013.54
03/29/24,13:51,2024-03-29 13:51:00,29.92,59,59.61,200,13.81,1013,1013.21
03/29/24,14:51,2024-03-29 14:51:00,29.9,59,59.61,180,10.36,1012.4,1012.53
03/29/24,15:51,2024-03-29 15:51:00,29.88,57.92,66.78,170,11.51,1011.9,1011.85
03/29/24,16:51,2024-03-29 16:51:00,29.87,57.92,69.55,160,8.06,1011.5,1011.52
03/29/24,17:13,2024-03-29 17:13:00,29.87,53.96,89.96,180,11.51,,1011.53
03/29/24,17:15,2024-03-29 17:15:00,29.87,53.6,93.6,170,9.21,,1011.53
03/29/24,17:24,2024-03-29 17:24:00,29.87,55.04,86.49,,6.91,,1011.52
03/29/24,17:51,2024-03-29 17:51:00,29.85,55.04,86.49,130,6.91,1010.9,1010.85
03/29/24,18:51,2024-03-29 18:51:00,29.83,57.02,77.35,150,8.06,1010.2,1010.16
03/29/24,19:51,2024-03-29 19:51:00,29.82,57.02,71.83,150,10.36,1009.7,1009.83
03/29/24,20:51,2024-03-29 20:51:00,29.82,57.02,71.83,130,10.36,1009.7,1009.83
03/29/24,21:36,2024-03-29 21:36:00,29.8,57.02,74.3,120,11.51,,1009.15
03/29/24,21:51,2024-03-29 21:51:00,29.8,57.02,74.3,120,12.66,1009.1,1009.15
03/29/24,22:51,2024-03-29 22:51:00,29.77,55.04,86.49,110,13.81,1008.1,1008.14
03/29/24,23:35,2024-03-29 23:35:00,29.76,55.4,82.01,130,14.96,,1007.8
03/29/24,23:51,2024-03-29 23:51:00,29.75,55.04,86.49,130,12.66,1007.3,1007.46
03/30/24,00:30,2024-03-30 00:30:00,29.74,55.4,93.65,140,12.66,,1007.12
03/30/24,00:37,2024-03-30 00:37:00,29.74,55.94,93.05,150,11.51,,1007.12
03/30/24,00:51,2024-03-30 00:51:00,29.74,55.94,93.05,160,12.66,1006.9,1007.12
03/30/24,01:36,2024-03-30 01:36:00,29.71,55.94,93.05,150,14.96,,1006.1
03/30/24,01:51,2024-03-30 01:51:00,29.71,55.94,93.05,160,13.81,1005.9,1006.1
03/30/24,02:51,2024-03-30 02:51:00,29.68,55.94,96.79,150,9.21,1005,1005.09
03/30/24,03:19,2024-03-30 03:19:00,29.68,55.04,96.14,160,8.06,,1005.09
03/30/24,03:26,2024-03-30 03:26:00,29.67,55.04,100,160,8.06,,1004.75
03/30/24,03:33,2024-03-30 03:33:00,29.66,55.04,96.14,130,8.06,,1004.41
03/30/24,03:38,2024-03-30 03:38:00,29.66,55.04,96.14,,,,1004.41
03/30/24,03:46,2024-03-30 03:46:00,29.67,55.4,93.65,290,14.96,,1004.75
03/30/24,03:49,2024-03-30 03:49:00,29.67,53.6,100,290,11.51,,1004.76
03/30/24,03:51,2024-03-30 03:51:00,29.67,53.96,96.76,290,10.36,1004.7,1004.75
03/30/24,04:05,2024-03-30 04:05:00,29.67,53.6,100,290,9.21,,1004.76
03/30/24,04:51,2024-03-30 04:51:00,29.65,53.06,96.11,330,4.6,1004,1004.08
03/30/24,04:58,2024-03-30 04:58:00,29.65,53.06,96.11,320,4.6,,1004.08
03/30/24,05:19,2024-03-30 05:19:00,29.66,53.06,92.97,280,4.6,,1004.42
03/30/24,05:51,2024-03-30 05:51:00,29.67,51.98,92.94,250,4.6,1004.8,1004.76
03/30/24,06:51,2024-03-30 06:51:00,29.67,53.06,92.97,0,0,1004.7,1004.76
03/30/24,07:51,2024-03-30 07:51:00,29.69,53.06,92.97,0,0,1005.3,1005.44
03/30/24,08:51,2024-03-30 08:51:00,29.7,55.04,89.41,0,0,1005.5,1005.77
03/30/24,09:46,2024-03-30 09:46:00,29.71,57.2,82.14,130,3.45,,1006.1
03/30/24,09:51,2024-03-30 09:51:00,29.71,55.94,80.42,180,4.6,1006.1,1006.1
03/30/24,10:51,2024-03-30 10:51:00,29.72,57.92,69.55,210,5.75,1006.5,1006.44
03/30/24,11:51,2024-03-30 11:51:00,29.73,60.08,66.59,150,10.36,1006.6,1006.77
03/30/24,12:51,2024-03-30 12:51:00,29.73,60.08,74.59,140,12.66,1006.6,1006.77
03/30/24,13:51,2024-03-30 13:51:00,29.72,62.06,62.08,140,12.66,1006.2,1006.42
03/30/24,14:51,2024-03-30 14:51:00,29.7,60.98,64.5,140,16.11,1005.6,1005.75
03/30/24,15:51,2024-03-30 15:51:00,29.68,60.98,59.88,140,12.66,1005.1,1005.07
03/30/24,16:51,2024-03-30 16:51:00,29.69,55.94,80.42,110,16.11,1005.3,1005.43
03/30/24,17:51,2024-03-30 17:51:00,29.68,57.02,71.83,100,9.21,1005,1005.08
03/30/24,18:51,2024-03-30 18:51:00,29.68,55.94,77.25,120,11.51,1005.1,1005.09
03/30/24,19:51,2024-03-30 19:51:00,29.69,53.96,83.02,110,12.66,1005.2,1005.43
03/30/24,20:51,2024-03-30 20:51:00,29.69,53.06,85.8,90,8.06,1005.4,1005.44
03/30/24,21:51,2024-03-30 21:51:00,29.7,53.96,83.02,100,12.66,1005.6,1005.77
03/30/24,22:51,2024-03-30 22:51:00,29.71,53.06,85.8,80,9.21,1006.2,1006.11
03/30/24,23:10,2024-03-30 23:10:00,29.72,53.6,81.88,70,5.75,,1006.45
03/30/24,23:51,2024-03-30 23:51:00,29.72,53.06,85.8,60,9.21,1006.3,1006.45
03/30/24,23:59,2024-03-30 23:59:00,29.72,53.06,85.8,70,9.21,,1006.45
03/31/24,00:11,2024-03-31 00:11:00,29.72,53.06,85.8,70,9.21,,1006.45
03/31/24,00:51,2024-03-31 00:51:00,29.73,51.98,86.31,60,12.66,1006.7,1006.79
03/31/24,01:14,2024-03-31 01:14:00,29.73,51.98,89.27,60,12.66,,1006.79
03/31/24,01:37,2024-03-31 01:37:00,29.73,51.98,89.27,50,10.36,,1006.79
03/31/24,01:51,2024-03-31 01:51:00,29.73,51.98,89.27,60,11.51,1006.6,1006.79
03/31/24,02:14,2024-03-31 02:14:00,29.72,51.98,86.31,60,13.81,,1006.45
03/31/24,02:51,2024-03-31 02:51:00,29.72,51.08,89.23,50,13.81,1006.3,1006.46
03/31/24,03:05,2024-03-31 03:05:00,29.72,51.8,87.48,60,11.51,,1006.45
03/31/24,03:51,2024-03-31 03:51:00,29.71,51.08,89.23,60,12.66,1006,1006.12
03/31/24,04:51,2024-03-31 04:51:00,29.72,51.08,85.68,50,13.81,1006.2,1006.46
03/31/24,05:51,2024-03-31 05:51:00,29.73,51.08,85.68,50,13.81,1006.6,1006.8
03/31/24,06:51,2024-03-31 06:51:00,29.75,51.08,85.68,60,10.36,1007.4,1007.47
03/31/24,07:51,2024-03-31 07:51:00,29.76,51.98,82.88,70,10.36,1007.7,1007.81
03/31/24,08:51,2024-03-31 08:51:00,29.77,55.04,79.81,60,12.66,1008,1008.14
03/31/24,09:51,2024-03-31 09:51:00,29.79,57.02,74.3,90,13.81,1008.7,1008.81
03/31/24,10:51,2024-03-31 10:51:00,29.8,60.08,64.38,80,11.51,1008.9,1009.14
03/31/24,11:51,2024-03-31 11:51:00,29.8,60.98,62.36,150,10.36,1009,1009.14
03/31/24,12:51,2024-03-31 12:51:00,29.79,60.08,69.32,170,10.36,1008.7,1008.8
03/31/24,13:51,2024-03-31 13:51:00,29.77,60.98,64.5,160,12.66,1008.2,1008.12
03/31/24,14:51,2024-03-31 14:51:00,29.76,62.06,62.08,150,13.81,1007.8,1007.78
03/31/24,15:27,2024-03-31 15:27:00,29.76,60.08,72.16,150,11.51,,1007.78
03/31/24,15:42,2024-03-31 15:42:00,29.77,59,72.04,130,13.81,,1008.13
03/31/24,15:51,2024-03-31 15:51:00,29.77,60.08,69.32,150,10.36,1007.9,1008.12
03/31/24,16:51,2024-03-31 16:51:00,29.77,59,72.04,160,9.21,1008,1008.13
03/31/24,17:51,2024-03-31 17:51:00,29.77,57.02,77.35,190,5.75,1008.2,1008.13
03/31/24,18:18,2024-03-31 18:18:00,29.78,57.02,77.35,260,10.36,,1008.47
03/31/24,18:51,2024-03-31 18:51:00,29.78,55.94,77.25,200,4.6,1008.5,1008.47
03/31/24,18:58,2024-03-31 18:58:00,29.78,55.94,80.42,230,4.6,,1008.47
03/31/24,19:51,2024-03-31 19:51:00,29.79,55.94,86.54,230,3.45,1008.7,1008.81
03/31/24,20:51,2024-03-31 20:51:00,29.8,55.94,83.71,220,3.45,1009.2,1009.15
03/31/24,21:51,2024-03-31 21:51:00,29.81,55.94,80.42,230,3.45,1009.5,1009.49
03/31/24,22:51,2024-03-31 22:51:00,29.82,53.96,89.96,240,4.6,1009.6,1009.83
03/31/24,23:14,2024-03-31 23:14:00,29.81,53.96,89.96,0,0,,1009.5
03/31/24,23:26,2024-03-31 23:26:00,29.82,53.96,86.42,0,0,,1009.83
03/31/24,23:51,2024-03-31 23:51:00,29.82,53.96,86.42,0,0,1009.8,1009.83
04/01/24,00:28,2024-04-01 00:28:00,29.83,53.96,89.96,0,0,,1010.17
04/01/24,00:51,2024-04-01 00:51:00,29.83,53.96,89.96,0,0,1010.1,1010.17
04/01/24,01:16,2024-04-01 01:16:00,29.83,53.96,89.96,90,3.45,,1010.17
04/01/24,01:51,2024-04-01 01:51:00,29.83,53.96,89.96,0,0,1010.1,1010.17
04/01/24,02:51,2024-04-01 02:51:00,29.84,51.98,96.73,20,3.45,1010.3,1010.52
04/01/24,03:51,2024-04-01 03:51:00,29.84,53.06,89.32,50,3.45,1010.6,1010.51
04/01/24,04:51,2024-04-01 04:51:00,29.85,51.98,89.27,40,4.6,1010.9,1010.86
04/01/24,05:51,2024-04-01 05:51:00,29.88,51.08,92.29,40,5.75,1011.6,1011.88
04/01/24,06:51,2024-04-01 06:51:00,29.9,50,89.18,40,4.6,1012.6,1012.56
04/01/24,07:51,2024-04-01 07:51:00,29.93,53.06,82.95,10,4.6,1013.6,1013.56
04/01/24,08:51,2024-04-01 08:51:00,29.96,57.02,74.3,340,4.6,1014.6,1014.57
04/01/24,09:51,2024-04-01 09:51:00,29.98,59,72.04,280,6.91,1015.3,1015.24
04/01/24,10:51,2024-04-01 10:51:00,30,60.08,69.32,280,10.36,1015.9,1015.91
04/01/24,11:51,2024-04-01 11:51:00,30.01,62.06,67.27,290,12.66,1016.4,1016.24
04/01/24,12:51,2024-04-01 12:51:00,30,64.94,60.82,300,14.96,1015.9,1015.9
04/01/24,13:51,2024-04-01 13:51:00,30.01,64.04,64.88,290,19.56,1016.1,1016.24
04/01/24,14:51,2024-04-01 14:51:00,30.02,64.04,60.29,270,18.41,1016.5,1016.58
04/01/24,15:51,2024-04-01 15:51:00,30.02,62.96,67.38,270,18.41,1016.5,1016.58
04/01/24,16:51,2024-04-01 16:51:00,30.02,62.06,72.36,270,14.96,1016.7,1016.58
04/01/24,17:51,2024-04-01 17:51:00,30.04,62.06,69.55,280,14.96,1017.1,1017.26
04/01/24,18:51,2024-04-01 18:51:00,30.05,60.08,72.16,300,13.81,1017.7,1017.6
04/01/24,19:51,2024-04-01 19:51:00,30.07,57.02,80.51,270,8.06,1018.4,1018.29
04/01/24,20:51,2024-04-01 20:51:00,30.09,57.02,83.23,290,10.36,1018.8,1018.97
04/01/24,21:51,2024-04-01 21:51:00,30.11,55.94,86.54,70,4.6,1019.6,1019.65
04/01/24,22:51,2024-04-01 22:51:00,30.12,55.04,89.41,40,3.45,1020,1019.99
04/01/24,23:51,2024-04-01 23:51:00,30.13,53.96,83.02,0,0,1020.2,1020.33
04/02/24,00:51,2024-04-02 00:51:00,30.14,53.06,79.65,50,3.45,1020.4,1020.67
04/02/24,01:51,2024-04-02 01:51:00,30.14,51.08,85.68,310,3.45,1020.6,1020.68
04/02/24,02:51,2024-04-02 02:51:00,30.15,51.08,82.82,0,0,1020.8,1021.02
04/02/24,03:51,2024-04-02 03:51:00,30.15,50,82.74,60,4.6,1020.9,1021.02
04/02/24,04:51,2024-04-02 04:51:00,30.16,48.92,83.23,80,5.75,1021.3,1021.36
04/02/24,05:51,2024-04-02 05:51:00,30.18,48.92,86.14,70,3.45,1021.9,1022.04
04/02/24,06:51,2024-04-02 06:51:00,30.19,51.08,76.81,50,5.75,1022.3,1022.37
04/02/24,07:51,2024-04-02 07:51:00,30.22,53.96,69.1,40,8.06,1023.2,1023.38
04/02/24,08:51,2024-04-02 08:51:00,30.24,60.08,61.82,50,6.91,1023.7,1024.04
04/02/24,09:51,2024-04-02 09:51:00,30.25,64.04,48.21,0,0,1024.2,1024.37
04/02/24,10:51,2024-04-02 10:51:00,30.26,64.04,57.92,240,6.91,1024.6,1024.7
04/02/24,11:51,2024-04-02 11:51:00,30.26,64.04,56,220,8.06,1024.7,1024.7
04/02/24,12:51,2024-04-02 12:51:00,30.26,64.94,54.27,,5.75,1024.6,1024.7
04/02/24,13:51,2024-04-02 13:51:00,30.25,66.02,52.27,230,10.36,1024.4,1024.36
04/02/24,14:51,2024-04-02 14:51:00,30.24,64.94,58.43,250,9.21,1024.2,1024.02
04/02/24,15:51,2024-04-02 15:51:00,30.23,66.02,58.58,260,10.36,1023.8,1023.68
04/02/24,16:51,2024-04-02 16:51:00,30.23,64.94,65.42,270,13.81,1023.8,1023.69
04/02/24,17:51,2024-04-02 17:51:00,30.24,62.96,75.36,270,12.66,1024,1024.03
04/02/24,18:51,2024-04-02 18:51:00,30.23,60.08,72.16,290,11.51,1023.8,1023.7
04/02/24,19:51,2024-04-02 19:51:00,30.24,57.92,83.84,270,8.06,1024,1024.05
04/02/24,20:51,2024-04-02 20:51:00,30.25,55.94,93.05,280,6.91,1024.2,1024.39
04/02/24,21:51,2024-04-02 21:51:00,30.25,57.02,93.09,0,0,1024.4,1024.39
04/02/24,22:51,2024-04-02 22:51:00,30.25,55.94,90.04,0,0,1024.1,1024.39
04/02/24,23:51,2024-04-02 23:51:00,30.24,55.94,90.04,0,0,1023.8,1024.05
04/03/24,00:51,2024-04-03 00:51:00,30.23,53.96,93,0,0,1023.7,1023.72
04/03/24,01:51,2024-04-03 01:51:00,30.22,53.06,92.97,0,0,1023.1,1023.38
04/03/24,02:51,2024-04-03 02:51:00,30.21,53.96,89.96,0,0,1022.9,1023.04
04/03/24,03:51,2024-04-03 03:51:00,30.21,53.96,86.42,40,3.45,1022.7,1023.04
04/03/24,04:51,2024-04-03 04:51:00,30.19,51.08,89.23,80,4.6,1022.1,1022.37
04/03/24,05:51,2024-04-03 05:51:00,30.18,51.98,86.31,0,0,1022,1022.03
04/03/24,06:51,2024-04-03 06:51:00,30.18,53.06,82.95,50,3.45,1022.1,1022.03
04/03/24,07:51,2024-04-03 07:51:00,30.19,57.02,74.3,30,3.45,1022.2,1022.35
04/03/24,08:51,2024-04-03 08:51:00,30.19,60.98,64.5,30,3.45,1022.2,1022.34
04/03/24,10:51,2024-04-03 10:51:00,30.19,60.98,80.81,260,9.21,1022.1,1022.34
04/03/24,11:51,2024-04-03 11:51:00,30.18,62.96,72.45,270,11.51,1021.7,1022
04/03/24,12:51,2024-04-03 12:51:00,30.15,62.96,77.86,270,14.96,1021,1020.98
04/03/24,13:51,2024-04-03 13:51:00,30.12,64.04,72.57,270,14.96,1019.8,1019.96
04/03/24,14:51,2024-04-03 14:51:00,30.1,62.06,74.78,280,14.96,1019.1,1019.29
04/03/24,15:51,2024-04-03 15:51:00,30.07,62.06,77.79,270,16.11,1018.4,1018.28
04/03/24,16:51,2024-04-03 16:51:00,30.06,60.08,80.21,270,18.41,1017.7,1017.94
04/03/24,17:44,2024-04-03 17:44:00,30.04,59,80.66,260,16.11,,1017.27
04/03/24,17:51,2024-04-03 17:51:00,30.04,59,80.66,270,16.11,1017.2,1017.27
04/03/24,18:51,2024-04-03 18:51:00,30.02,57.02,83.23,280,10.36,1016.4,1016.6
04/03/24,19:44,2024-04-03 19:44:00,30.01,55.04,89.41,280,13.81,,1016.27
04/03/24,19:51,2024-04-03 19:51:00,30.01,55.04,89.41,280,12.66,1016.1,1016.27
04/03/24,20:51,2024-04-03 20:51:00,30,53.96,93,280,5.75,1016,1015.93
04/03/24,21:07,2024-04-03 21:07:00,30.01,53.96,93,290,5.75,,1016.27
04/03/24,21:17,2024-04-03 21:17:00,30.01,53.96,93,290,4.6,,1016.27
04/03/24,21:47,2024-04-03 21:47:00,30,53.6,93.6,290,4.6,,1015.93
04/03/24,21:51,2024-04-03 21:51:00,30,53.96,93,290,4.6,1016,1015.93
04/03/24,22:18,2024-04-03 22:18:00,30,55.04,89.41,290,5.75,,1015.93
04/03/24,22:51,2024-04-03 22:51:00,29.99,55.04,93.03,280,9.21,1015.6,1015.59
04/03/24,23:04,2024-04-03 23:04:00,29.99,55.04,93.03,280,8.06,,1015.59
04/03/24,23:27,2024-04-03 23:27:00,29.99,55.04,89.41,280,8.06,,1015.59
04/03/24,23:51,2024-04-03 23:51:00,29.98,55.04,89.41,280,10.36,1015.2,1015.25
04/04/24,00:51,2024-04-04 00:51:00,29.97,55.04,89.41,290,6.91,1014.8,1014.91
04/04/24,01:51,2024-04-04 01:51:00,29.96,53.96,89.96,290,4.6,1014.3,1014.58
04/04/24,02:51,2024-04-04 02:51:00,29.93,55.04,86.49,330,5.75,1013.4,1013.56
04/04/24,03:51,2024-04-04 03:51:00,29.92,55.04,83.09,,3.45,1013,1013.22
04/04/24,04:34,2024-04-04 04:34:00,29.91,53.96,86.42,300,4.6,,1012.88
04/04/24,04:51,2024-04-04 04:51:00,29.91,53.96,86.42,310,6.91,1012.9,1012.88
04/04/24,05:27,2024-04-04 05:27:00,29.9,53.96,86.42,0,0,,1012.54
04/04/24,05:51,2024-04-04 05:51:00,29.9,55.04,83.09,0,0,1012.4,1012.54
04/04/24,06:35,2024-04-04 06:35:00,29.9,53.6,93.6,0,0,,1012.54
04/04/24,06:51,2024-04-04 06:51:00,29.91,53.96,89.96,310,3.45,1012.7,1012.88
04/04/24,07:51,2024-04-04 07:51:00,29.92,53.96,93,310,4.6,1013.2,1013.22
04/04/24,08:41,2024-04-04 08:41:00,29.93,55.04,89.41,0,0,,1013.56
04/04/24,08:51,2024-04-04 08:51:00,29.93,55.04,89.41,0,0,1013.4,1013.56
04/04/24,08:54,2024-04-04 08:54:00,29.93,55.04,89.41,0,0,,1013.56
04/04/24,09:12,2024-04-04 09:12:00,29.92,55.94,86.54,0,0,,1013.21
04/04/24,09:39,2024-04-04 09:39:00,29.93,57.92,71.93,120,8.06,,1013.55
04/04/24,09:46,2024-04-04 09:46:00,29.93,57.2,71.85,,5.75,,1013.55
04/04/24,09:51,2024-04-04 09:51:00,29.93,57.92,69.55,170,8.06,1013.4,1013.55
04/04/24,10:28,2024-04-04 10:28:00,29.93,57.92,71.93,210,9.21,,1013.55
04/04/24,10:51,2024-04-04 10:51:00,29.93,59,66.91,160,8.06,1013.4,1013.54
04/04/24,10:58,2024-04-04 10:58:00,29.93,59,69.2,230,9.21,,1013.54
04/04/24,11:08,2024-04-04 11:08:00,29.93,57.92,71.93,230,10.36,,1013.55
04/04/24,11:42,2024-04-04 11:42:00,29.92,59,69.2,240,8.06,,1013.21
04/04/24,11:51,2024-04-04 11:51:00,29.92,59,69.2,240,11.51,1013.1,1013.21
04/04/24,12:08,2024-04-04 12:08:00,29.92,59,72.04,250,10.36,,1013.21
04/04/24,12:51,2024-04-04 12:51:00,29.92,55.04,79.81,310,9.21,1013.2,1013.22
04/04/24,13:51,2024-04-04 13:51:00,29.91,59,66.91,260,12.66,1012.8,1012.87
04/04/24,14:51,2024-04-04 14:51:00,29.9,60.08,59.76,260,20.71,1012.4,1012.52
04/04/24,15:51,2024-04-04 15:51:00,29.91,53.06,82.95,280,23.02,1012.8,1012.89
04/04/24,16:51,2024-04-04 16:51:00,29.91,53.96,71.51,280,18.41,1012.8,1012.88
04/04/24,17:51,2024-04-04 17:51:00,29.89,55.94,57.16,260,18.41,1012.3,1012.2
04/04/24,18:51,2024-04-04 18:51:00,29.89,53.96,61.43,270,21.86,1012.2,1012.2
04/04/24,19:51,2024-04-04 19:51:00,29.9,51.98,63.34,270,17.26,1012.3,1012.55
04/04/24,20:51,2024-04-04 20:51:00,29.91,51.08,60.61,270,14.96,1012.7,1012.89
04/04/24,21:51,2024-04-04 21:51:00,29.92,51.08,60.61,270,14.96,1013.1,1013.23
04/04/24,22:51,2024-04-04 22:51:00,29.92,50,65.81,270,9.21,1013.2,1013.23
04/04/24,23:51,2024-04-04 23:51:00,29.93,48.02,76.53,260,4.6,1013.4,1013.58
04/05/24,00:51,2024-04-05 00:51:00,29.93,48.02,73.39,0,0,1013.6,1013.58
04/05/24,01:51,2024-04-05 01:51:00,29.92,46.94,86.02,0,0,1013.2,1013.24
04/05/24,02:51,2024-04-05 02:51:00,29.9,46.04,88.99,0,0,1012.6,1012.57
04/05/24,03:51,2024-04-05 03:51:00,29.89,46.04,88.99,70,4.6,1012.1,1012.23
04/05/24,04:35,2024-04-05 04:35:00,29.89,44.6,93.35,10,6.91,,1012.23
04/05/24,04:49,2024-04-05 04:49:00,29.89,44.6,93.35,30,5.75,,1012.23
04/05/24,04:51,2024-04-05 04:51:00,29.89,44.96,92.72,30,4.6,1012.1,1012.23
04/05/24,05:51,2024-04-05 05:51:00,29.89,44.96,89.56,70,5.75,1012.1,1012.23
04/05/24,06:51,2024-04-05 06:51:00,29.9,44.06,92.69,70,5.75,1012.4,1012.57
04/05/24,07:51,2024-04-05 07:51:00,29.92,46.04,88.99,60,5.75,1013.3,1013.25
04/05/24,08:05,2024-04-05 08:05:00,29.93,46.4,87.19,70,4.6,,1013.58
04/05/24,08:51,2024-04-05 08:51:00,29.93,50,79.95,130,3.45,1013.6,1013.57
04/05/24,09:51,2024-04-05 09:51:00,29.95,53.06,68.52,260,8.06,1014.1,1014.24
04/05/24,10:51,2024-04-05 10:51:00,29.98,53.96,66.3,250,11.51,1015.1,1015.25
04/05/24,11:51,2024-04-05 11:51:00,29.97,55.04,63.74,280,18.41,1014.9,1014.91
04/05/24,12:51,2024-04-05 12:51:00,29.97,55.94,54.81,260,19.56,1014.7,1014.91
04/05/24,13:51,2024-04-05 13:51:00,29.96,57.92,57.45,270,26.47,1014.6,1014.56
04/05/24,14:51,2024-04-05 14:51:00,29.96,53.96,64.04,270,25.32,1014.4,1014.58
04/05/24,15:51,2024-04-05 15:51:00,29.95,55.94,59.6,270,25.32,1014.3,1014.23
04/05/24,16:51,2024-04-05 16:51:00,29.96,51.98,68.87,270,25.32,1014.4,1014.58
04/05/24,17:51,2024-04-05 17:51:00,29.96,55.04,61.57,270,25.32,1014.5,1014.57
04/05/24,18:51,2024-04-05 18:51:00,29.97,53.06,60.88,280,26.47,1014.9,1014.92
04/05/24,19:51,2024-04-05 19:51:00,29.99,51.98,56.59,290,24.17,1015.6,1015.6
04/05/24,20:51,2024-04-05 20:51:00,30.02,51.08,58.5,290,17.26,1016.5,1016.62
04/05/24,21:51,2024-04-05 21:51:00,30.05,51.08,60.61,290,20.71,1017.5,1017.63
04/05/24,22:51,2024-04-05 22:51:00,30.05,51.08,58.5,290,18.41,1017.7,1017.63
04/05/24,23:51,2024-04-05 23:51:00,30.07,50,60.89,290,13.81,1018.3,1018.31
04/06/24,00:51,2024-04-06 00:51:00,30.09,50,58.34,310,6.91,1019,1018.99
04/06/24,01:51,2024-04-06 01:51:00,30.12,44.96,73.59,50,9.21,1019.8,1020.02
