Date,Time,date_time,altimeter,air_temp,relative_humidity,wind_speed,wind_direction
01/29/24,00:45,2024-01-29 00:45:00,30.08,58,49,0,
01/29/24,01:00,2024-01-29 01:00:00,30.08,59,49,0,
01/29/24,01:15,2024-01-29 01:15:00,30.08,59,49,0,
01/29/24,01:45,2024-01-29 01:45:00,30.08,59,48,0,
01/29/24,02:00,2024-01-29 02:00:00,30.09,60,47,0,
01/29/24,02:16,2024-01-29 02:16:00,30.08,61,45,0,
01/29/24,02:45,2024-01-29 02:45:00,30.09,61,45,0,
01/29/24,03:00,2024-01-29 03:00:00,30.08,60,46,0,
01/29/24,03:15,2024-01-29 03:15:00,30.08,59,47,0,
01/29/24,03:45,2024-01-29 03:45:00,30.08,58,49,0,
01/29/24,04:00,2024-01-29 04:00:00,30.08,59,47,0,
01/29/24,04:15,2024-01-29 04:15:00,30.08,58,49,0,
01/29/24,04:45,2024-01-29 04:45:00,30.08,58,50,0,
01/29/24,05:00,2024-01-29 05:00:00,30.08,57,51,0,
01/29/24,05:15,2024-01-29 05:15:00,30.08,58,50,0,
01/29/24,05:45,2024-01-29 05:45:00,30.08,58,50,0,
01/29/24,06:00,2024-01-29 06:00:00,30.08,56,53,0,
01/29/24,06:15,2024-01-29 06:15:00,30.08,57,52,0,
01/29/24,06:45,2024-01-29 06:45:00,30.09,57,52,0,
01/29/24,07:01,2024-01-29 07:01:00,30.09,58,51,0,
01/29/24,07:15,2024-01-29 07:15:00,30.09,57,52,0,
01/29/24,07:46,2024-01-29 07:46:00,30.1,58,53,0,
01/29/24,08:00,2024-01-29 08:00:00,30.1,57,53,0,
01/29/24,08:15,2024-01-29 08:15:00,30.11,57,56,0,
01/29/24,08:45,2024-01-29 08:45:00,30.1,61,52,0,
01/29/24,09:01,2024-01-29 09:01:00,30.1,63,49,0,
01/29/24,09:15,2024-01-29 09:15:00,30.1,65,45,0,
01/29/24,09:30,2024-01-29 09:30:00,30.11,67,39,0,
01/29/24,09:45,2024-01-29 09:45:00,30.1,67,39,0,
01/29/24,10:00,2024-01-29 10:00:00,30.1,72,34,0,
01/29/24,10:15,2024-01-29 10:15:00,30.1,71,33,0,
01/29/24,10:30,2024-01-29 10:30:00,30.09,71,30,0,
01/29/24,10:45,2024-01-29 10:45:00,30.09,71,30,0,
01/29/24,11:00,2024-01-29 11:00:00,30.09,72,33,0,
01/29/24,11:15,2024-01-29 11:15:00,30.08,73,29,0,
01/29/24,11:30,2024-01-29 11:30:00,30.07,73,30,0,
01/29/24,11:45,2024-01-29 11:45:00,30.06,73,30,0,
01/29/24,12:00,2024-01-29 12:00:00,30.05,75,29,0,
01/29/24,12:15,2024-01-29 12:15:00,30.04,77,26,0,
01/29/24,12:30,2024-01-29 12:30:00,30.03,77,29,0,
01/29/24,12:45,2024-01-29 12:45:00,30.03,75,30,0,
01/29/24,13:00,2024-01-29 13:00:00,30.02,74,38,0,
01/29/24,13:15,2024-01-29 13:15:00,30.02,73,38,0,
01/29/24,13:30,2024-01-29 13:30:00,30.01,73,38,0,
01/29/24,13:45,2024-01-29 13:45:00,30.01,73,38,0,
01/29/24,14:00,2024-01-29 14:00:00,30,74,37,0,
01/29/24,14:15,2024-01-29 14:15:00,30.01,74,35,0,
01/29/24,14:30,2024-01-29 14:30:00,30.01,73,38,1,219
01/29/24,14:45,2024-01-29 14:45:00,30.01,73,38,1,219
01/29/24,15:00,2024-01-29 15:00:00,30.01,72,37,2,233
01/29/24,15:15,2024-01-29 15:15:00,30.01,71,35,2,267
01/29/24,15:30,2024-01-29 15:30:00,30.02,71,38,1,263
01/29/24,15:45,2024-01-29 15:45:00,30.02,70,39,1,260
01/29/24,16:00,2024-01-29 16:00:00,30.02,69,39,0,
01/29/24,16:15,2024-01-29 16:15:00,30.02,68,37,0,
01/29/24,16:30,2024-01-29 16:30:00,30.02,68,37,0,
01/29/24,16:45,2024-01-29 16:45:00,30.02,68,37,0,
01/29/24,17:00,2024-01-29 17:00:00,30.03,66,41,0,
01/29/24,17:15,2024-01-29 17:15:00,30.03,64,42,0,
01/29/24,17:30,2024-01-29 17:30:00,30.03,63,42,0,
01/29/24,17:45,2024-01-29 17:45:00,30.03,63,43,0,
01/29/24,18:00,2024-01-29 18:00:00,30.03,60,48,0,
01/29/24,18:15,2024-01-29 18:15:00,30.04,60,49,0,
01/29/24,18:30,2024-01-29 18:30:00,30.04,59,50,0,
01/29/24,18:45,2024-01-29 18:45:00,30.04,59,50,0,
01/29/24,19:00,2024-01-29 19:00:00,30.05,60,54,0,
01/29/24,19:15,2024-01-29 19:15:00,30.05,59,56,0,
01/29/24,19:30,2024-01-29 19:30:00,30.05,58,57,0,
01/29/24,19:45,2024-01-29 19:45:00,30.05,58,57,0,
01/29/24,20:00,2024-01-29 20:00:00,30.05,56,64,0,
01/29/24,20:15,2024-01-29 20:15:00,30.06,56,66,0,
01/29/24,20:30,2024-01-29 20:30:00,30.06,56,66,0,
01/29/24,20:45,2024-01-29 20:45:00,30.06,56,63,0,
01/29/24,21:00,2024-01-29 21:00:00,30.06,55,64,0,
01/29/24,21:15,2024-01-29 21:15:00,30.06,54,67,0,
01/29/24,21:30,2024-01-29 21:30:00,30.06,53,71,0,
01/29/24,21:45,2024-01-29 21:45:00,30.06,53,73,0,
01/29/24,22:00,2024-01-29 22:00:00,30.06,53,71,0,
01/29/24,22:15,2024-01-29 22:15:00,30.06,53,70,0,
01/29/24,22:30,2024-01-29 22:30:00,30.06,53,70,0,
01/29/24,22:45,2024-01-29 22:45:00,30.06,53,70,0,
01/29/24,23:00,2024-01-29 23:00:00,30.06,52,69,0,
01/29/24,23:15,2024-01-29 23:15:00,30.06,53,68,0,
01/29/24,23:30,2024-01-29 23:30:00,30.06,53,66,0,
01/29/24,23:45,2024-01-29 23:45:00,30.05,53,66,0,
01/30/24,00:00,2024-01-30 00:00:00,30.05,53,62,0,
01/30/24,00:15,2024-01-30 00:15:00,30.04,55,57,0,
01/30/24,00:30,2024-01-30 00:30:00,30.03,56,53,0,
01/30/24,00:45,2024-01-30 00:45:00,30.03,56,53,0,
01/30/24,01:00,2024-01-30 01:00:00,30.03,59,48,0,
01/30/24,01:15,2024-01-30 01:15:00,30.03,58,48,0,
01/30/24,01:30,2024-01-30 01:30:00,30.03,57,50,0,
01/30/24,01:45,2024-01-30 01:45:00,30.03,57,50,0,
01/30/24,02:00,2024-01-30 02:00:00,30.03,58,49,0,
01/30/24,02:15,2024-01-30 02:15:00,30.03,58,48,0,
01/30/24,02:30,2024-01-30 02:30:00,30.02,57,49,0,
01/30/24,02:45,2024-01-30 02:45:00,30.02,57,49,0,
01/30/24,03:00,2024-01-30 03:00:00,30.02,55,53,0,
01/30/24,03:15,2024-01-30 03:15:00,30.02,55,53,0,
01/30/24,03:30,2024-01-30 03:30:00,30.02,55,53,0,
01/30/24,03:45,2024-01-30 03:45:00,30.02,55,53,0,
01/30/24,04:00,2024-01-30 04:00:00,30.02,54,54,0,
01/30/24,04:15,2024-01-30 04:15:00,30.02,54,55,0,
01/30/24,04:30,2024-01-30 04:30:00,30.02,53,56,0,
01/30/24,04:45,2024-01-30 04:45:00,30.02,53,57,0,
01/30/24,05:00,2024-01-30 05:00:00,30.02,53,57,0,
01/30/24,05:15,2024-01-30 05:15:00,30.02,54,56,0,
01/30/24,05:30,2024-01-30 05:30:00,30.03,53,57,0,
01/30/24,05:45,2024-01-30 05:45:00,30.03,52,60,0,
01/30/24,06:00,2024-01-30 06:00:00,30.03,51,61,0,
01/30/24,06:15,2024-01-30 06:15:00,30.03,52,61,0,
01/30/24,06:45,2024-01-30 06:45:00,30.03,52,61,0,
01/30/24,07:00,2024-01-30 07:00:00,30.03,52,60,0,
01/30/24,07:15,2024-01-30 07:15:00,30.03,52,60,0,
01/30/24,07:30,2024-01-30 07:30:00,30.02,53,61,0,
01/30/24,07:45,2024-01-30 07:45:00,30.02,52,63,0,
01/30/24,08:00,2024-01-30 08:00:00,30.02,52,64,0,
01/30/24,08:15,2024-01-30 08:15:00,30.03,55,61,0,
01/30/24,08:30,2024-01-30 08:30:00,30.03,56,60,0,
01/30/24,08:45,2024-01-30 08:45:00,30.03,57,60,0,
01/30/24,09:00,2024-01-30 09:00:00,30.03,59,57,0,
01/30/24,09:15,2024-01-30 09:15:00,30.03,61,56,0,
01/30/24,09:31,2024-01-30 09:31:00,30.02,65,49,0,
01/30/24,09:45,2024-01-30 09:45:00,30.02,65,49,0,
01/30/24,10:00,2024-01-30 10:00:00,30.03,69,40,0,
01/30/24,10:15,2024-01-30 10:15:00,30.02,69,38,0,
01/30/24,10:30,2024-01-30 10:30:00,30.02,69,39,0,
01/30/24,10:45,2024-01-30 10:45:00,30.03,70,42,0,
01/30/24,11:00,2024-01-30 11:00:00,30.03,70,45,0,
01/30/24,11:15,2024-01-30 11:15:00,30.03,67,47,0,
01/30/24,11:30,2024-01-30 11:30:00,30.03,65,52,1,232
01/30/24,11:45,2024-01-30 11:45:00,30.02,65,56,1,223
01/30/24,12:00,2024-01-30 12:00:00,30.02,65,59,0,
01/30/24,12:16,2024-01-30 12:16:00,30.01,66,61,0,
01/30/24,12:30,2024-01-30 12:30:00,30,65,63,0,
01/30/24,12:45,2024-01-30 12:45:00,29.98,66,63,0,
01/30/24,13:00,2024-01-30 13:00:00,29.98,67,58,0,
01/30/24,13:16,2024-01-30 13:16:00,29.97,69,55,0,
01/30/24,13:31,2024-01-30 13:31:00,29.96,68,59,0,
01/30/24,13:46,2024-01-30 13:46:00,29.97,68,59,0,
01/30/24,14:01,2024-01-30 14:01:00,29.97,67,60,1,211
01/30/24,14:15,2024-01-30 14:15:00,29.96,66,56,1,213
01/30/24,14:30,2024-01-30 14:30:00,29.97,67,54,0,
01/30/24,14:45,2024-01-30 14:45:00,29.97,67,53,0,
01/30/24,15:00,2024-01-30 15:00:00,29.97,66,56,0,
01/30/24,15:16,2024-01-30 15:16:00,29.97,66,58,0,
01/30/24,15:30,2024-01-30 15:30:00,29.97,66,60,0,
01/30/24,15:45,2024-01-30 15:45:00,29.97,65,56,0,
01/30/24,16:00,2024-01-30 16:00:00,29.97,65,55,0,
01/30/24,16:15,2024-01-30 16:15:00,29.97,65,54,0,
01/30/24,16:30,2024-01-30 16:30:00,29.97,65,56,0,
01/30/24,16:45,2024-01-30 16:45:00,29.97,65,56,0,
01/30/24,17:00,2024-01-30 17:00:00,29.97,63,49,0,
01/30/24,17:15,2024-01-30 17:15:00,29.96,62,51,0,
01/30/24,17:30,2024-01-30 17:30:00,29.96,61,51,0,
01/30/24,17:45,2024-01-30 17:45:00,29.96,61,51,0,
01/30/24,18:00,2024-01-30 18:00:00,29.96,60,57,0,
01/30/24,18:15,2024-01-30 18:15:00,29.96,60,59,0,
01/30/24,18:30,2024-01-30 18:30:00,29.96,59,61,0,
01/30/24,18:45,2024-01-30 18:45:00,29.97,59,63,0,
01/30/24,19:00,2024-01-30 19:00:00,29.97,59,63,0,
01/30/24,19:15,2024-01-30 19:15:00,29.97,58,62,0,
01/30/24,19:30,2024-01-30 19:30:00,29.97,57,61,0,
01/30/24,19:45,2024-01-30 19:45:00,29.98,56,62,0,
01/30/24,20:00,2024-01-30 20:00:00,29.98,55,63,0,
01/30/24,20:16,2024-01-30 20:16:00,29.98,54,68,0,
01/30/24,20:30,2024-01-30 20:30:00,29.98,54,69,0,
01/30/24,20:45,2024-01-30 20:45:00,29.98,54,69,0,
01/30/24,21:01,2024-01-30 21:01:00,29.98,54,67,0,
01/30/24,21:15,2024-01-30 21:15:00,29.98,54,64,0,
01/30/24,21:30,2024-01-30 21:30:00,29.98,53,64,0,
01/30/24,21:45,2024-01-30 21:45:00,29.98,54,66,0,
01/30/24,22:00,2024-01-30 22:00:00,29.99,54,65,0,
01/30/24,22:15,2024-01-30 22:15:00,29.98,53,67,0,
01/30/24,22:30,2024-01-30 22:30:00,29.98,52,70,0,
01/30/24,22:45,2024-01-30 22:45:00,29.98,52,70,0,
01/30/24,23:00,2024-01-30 23:00:00,29.98,54,73,0,
01/30/24,23:15,2024-01-30 23:15:00,29.98,54,72,0,
01/30/24,23:30,2024-01-30 23:30:00,29.97,54,72,0,
01/30/24,23:45,2024-01-30 23:45:00,29.97,53,71,0,
01/31/24,00:00,2024-01-31 00:00:00,29.97,53,72,0,
01/31/24,00:15,2024-01-31 00:15:00,29.97,53,72,0,
01/31/24,00:30,2024-01-31 00:30:00,29.97,53,72,0,
01/31/24,00:45,2024-01-31 00:45:00,29.96,53,72,0,
01/31/24,01:00,2024-01-31 01:00:00,29.96,52,74,0,
01/31/24,01:15,2024-01-31 01:15:00,29.96,52,75,0,
01/31/24,01:31,2024-01-31 01:31:00,29.96,52,74,0,
01/31/24,01:45,2024-01-31 01:45:00,29.96,52,74,0,
01/31/24,02:00,2024-01-31 02:00:00,29.95,52,74,0,
01/31/24,02:15,2024-01-31 02:15:00,29.95,53,73,0,
01/31/24,02:30,2024-01-31 02:30:00,29.95,53,73,0,
01/31/24,02:45,2024-01-31 02:45:00,29.94,53,74,0,
01/31/24,03:01,2024-01-31 03:01:00,29.94,52,75,0,
01/31/24,03:15,2024-01-31 03:15:00,29.93,52,74,0,
01/31/24,03:31,2024-01-31 03:31:00,29.93,53,74,0,
01/31/24,03:45,2024-01-31 03:45:00,29.93,53,73,0,
01/31/24,04:01,2024-01-31 04:01:00,29.93,53,73,0,
01/31/24,04:15,2024-01-31 04:15:00,29.92,53,74,0,
01/31/24,04:31,2024-01-31 04:31:00,29.93,53,73,0,
01/31/24,04:45,2024-01-31 04:45:00,29.92,53,73,0,
01/31/24,05:01,2024-01-31 05:01:00,29.92,53,72,0,
01/31/24,05:15,2024-01-31 05:15:00,29.92,53,71,0,
01/31/24,05:30,2024-01-31 05:30:00,29.92,53,71,0,
01/31/24,05:45,2024-01-31 05:45:00,29.92,53,71,0,
01/31/24,06:00,2024-01-31 06:00:00,29.92,53,71,0,
01/31/24,06:15,2024-01-31 06:15:00,29.92,53,72,0,
01/31/24,06:31,2024-01-31 06:31:00,29.92,53,72,0,
01/31/24,06:45,2024-01-31 06:45:00,29.93,53,72,0,
01/31/24,07:00,2024-01-31 07:00:00,29.93,53,73,0,
01/31/24,07:15,2024-01-31 07:15:00,29.94,54,71,0,
01/31/24,07:30,2024-01-31 07:30:00,29.94,53,72,0,
01/31/24,07:46,2024-01-31 07:46:00,29.94,53,72,0,
01/31/24,08:00,2024-01-31 08:00:00,29.94,52,78,0,
01/31/24,08:16,2024-01-31 08:16:00,29.95,53,78,0,
01/31/24,08:31,2024-01-31 08:31:00,29.95,54,74,0,
01/31/24,08:45,2024-01-31 08:45:00,29.95,54,74,0,
01/31/24,09:00,2024-01-31 09:00:00,29.95,57,69,0,
01/31/24,09:16,2024-01-31 09:16:00,29.95,58,68,0,
01/31/24,09:30,2024-01-31 09:30:00,29.95,58,71,0,
01/31/24,09:45,2024-01-31 09:45:00,29.95,58,70,0,
01/31/24,10:00,2024-01-31 10:00:00,29.96,59,68,0,
01/31/24,10:15,2024-01-31 10:15:00,29.96,59,66,0,
01/31/24,10:30,2024-01-31 10:30:00,29.95,60,66,0,
01/31/24,10:45,2024-01-31 10:45:00,29.95,60,66,0,
01/31/24,11:00,2024-01-31 11:00:00,29.95,61,67,0,
01/31/24,11:15,2024-01-31 11:15:00,29.94,62,65,0,
01/31/24,11:30,2024-01-31 11:30:00,29.93,62,63,0,
01/31/24,11:45,2024-01-31 11:45:00,29.92,63,62,0,
01/31/24,12:00,2024-01-31 12:00:00,29.91,65,64,0,
01/31/24,12:15,2024-01-31 12:15:00,29.9,65,64,0,
01/31/24,12:30,2024-01-31 12:30:00,29.9,65,61,0,
01/31/24,12:45,2024-01-31 12:45:00,29.89,65,61,0,
01/31/24,13:00,2024-01-31 13:00:00,29.89,65,62,1,214
01/31/24,13:15,2024-01-31 13:15:00,29.88,65,62,0,
01/31/24,13:30,2024-01-31 13:30:00,29.88,65,63,1,225
01/31/24,13:45,2024-01-31 13:45:00,29.88,65,63,1,227
01/31/24,14:00,2024-01-31 14:00:00,29.87,65,63,0,
01/31/24,14:15,2024-01-31 14:15:00,29.87,64,65,0,
01/31/24,14:30,2024-01-31 14:30:00,29.88,64,65,0,
01/31/24,14:45,2024-01-31 14:45:00,29.87,64,65,0,
01/31/24,15:00,2024-01-31 15:00:00,29.87,64,65,0,
01/31/24,15:15,2024-01-31 15:15:00,29.87,63,56,0,
01/31/24,15:30,2024-01-31 15:30:00,29.87,64,53,0,
01/31/24,15:45,2024-01-31 15:45:00,29.87,64,53,0,
01/31/24,16:00,2024-01-31 16:00:00,29.87,63,54,0,
01/31/24,16:15,2024-01-31 16:15:00,29.87,62,58,0,
01/31/24,16:30,2024-01-31 16:30:00,29.86,61,57,0,
01/31/24,16:45,2024-01-31 16:45:00,29.86,61,57,0,
01/31/24,17:00,2024-01-31 17:00:00,29.86,59,63,0,
01/31/24,17:15,2024-01-31 17:15:00,29.87,58,66,0,
01/31/24,17:30,2024-01-31 17:30:00,29.87,58,69,0,
01/31/24,17:45,2024-01-31 17:45:00,29.87,57,69,0,
01/31/24,18:00,2024-01-31 18:00:00,29.87,56,76,0,
01/31/24,18:15,2024-01-31 18:15:00,29.87,55,78,0,
01/31/24,18:30,2024-01-31 18:30:00,29.88,55,78,0,
01/31/24,18:45,2024-01-31 18:45:00,29.88,55,78,0,
01/31/24,19:00,2024-01-31 19:00:00,29.88,54,79,0,
01/31/24,19:15,2024-01-31 19:15:00,29.88,54,79,0,
01/31/24,19:30,2024-01-31 19:30:00,29.88,54,80,0,
01/31/24,19:45,2024-01-31 19:45:00,29.88,54,80,0,
01/31/24,20:00,2024-01-31 20:00:00,29.88,53,81,0,
01/31/24,20:15,2024-01-31 20:15:00,29.87,53,82,0,
01/31/24,20:30,2024-01-31 20:30:00,29.87,53,83,0,
01/31/24,20:45,2024-01-31 20:45:00,29.86,53,84,0,
01/31/24,21:00,2024-01-31 21:00:00,29.86,54,84,0,
01/31/24,21:15,2024-01-31 21:15:00,29.87,54,84,0,
01/31/24,21:30,2024-01-31 21:30:00,29.86,54,84,0,
01/31/24,21:45,2024-01-31 21:45:00,29.88,54,84,0,
01/31/24,22:00,2024-01-31 22:00:00,29.86,54,84,0,
01/31/24,22:15,2024-01-31 22:15:00,29.85,54,84,0,
01/31/24,22:30,2024-01-31 22:30:00,29.86,54,85,0,
01/31/24,22:45,2024-01-31 22:45:00,29.84,54,85,0,
01/31/24,23:00,2024-01-31 23:00:00,29.84,55,85,0,
01/31/24,23:15,2024-01-31 23:15:00,29.83,55,84,0,
01/31/24,23:30,2024-01-31 23:30:00,29.81,54,86,0,
01/31/24,23:45,2024-01-31 23:45:00,29.8,54,86,0,
02/01/24,00:00,2024-02-01 00:00:00,29.8,54,88,0,
02/01/24,00:15,2024-02-01 00:15:00,29.79,53,88,0,
02/01/24,00:30,2024-02-01 00:30:00,29.79,53,89,0,
02/01/24,00:45,2024-02-01 00:45:00,29.79,53,89,0,
02/01/24,01:00,2024-02-01 01:00:00,29.78,53,90,0,
02/01/24,01:15,2024-02-01 01:15:00,29.78,53,90,0,
02/01/24,01:30,2024-02-01 01:30:00,29.77,53,90,0,
02/01/24,01:45,2024-02-01 01:45:00,29.76,53,90,0,
02/01/24,02:00,2024-02-01 02:00:00,29.76,53,91,0,
02/01/24,02:15,2024-02-01 02:15:00,29.76,53,91,0,
02/01/24,02:30,2024-02-01 02:30:00,29.76,53,91,0,
02/01/24,02:45,2024-02-01 02:45:00,29.74,53,91,0,
02/01/24,03:00,2024-02-01 03:00:00,29.72,53,91,0,
02/01/24,03:15,2024-02-01 03:15:00,29.72,53,91,0,
02/01/24,03:30,2024-02-01 03:30:00,29.7,53,91,0,
02/01/24,03:45,2024-02-01 03:45:00,29.71,53,91,0,
02/01/24,04:00,2024-02-01 04:00:00,29.7,53,92,0,
02/01/24,04:15,2024-02-01 04:15:00,29.68,52,92,0,
02/01/24,04:30,2024-02-01 04:30:00,29.68,52,92,0,
02/01/24,04:45,2024-02-01 04:45:00,29.69,52,92,0,
02/01/24,05:00,2024-02-01 05:00:00,29.69,52,92,0,
02/01/24,05:15,2024-02-01 05:15:00,29.68,51,92,0,
02/01/24,05:30,2024-02-01 05:30:00,29.69,50,92,0,
02/01/24,05:45,2024-02-01 05:45:00,29.7,50,92,0,
02/01/24,06:00,2024-02-01 06:00:00,29.7,50,92,0,
02/01/24,06:16,2024-02-01 06:16:00,29.71,49,92,0,
02/01/24,06:30,2024-02-01 06:30:00,29.69,50,92,1,76
02/01/24,06:45,2024-02-01 06:45:00,29.68,50,92,1,72
02/01/24,07:00,2024-02-01 07:00:00,29.68,49,92,0,
02/01/24,07:15,2024-02-01 07:15:00,29.68,48,92,0,
02/01/24,07:30,2024-02-01 07:30:00,29.68,48,92,0,
02/01/24,07:45,2024-02-01 07:45:00,29.67,48,92,0,
02/01/24,08:00,2024-02-01 08:00:00,29.68,48,92,1,53
02/01/24,08:15,2024-02-01 08:15:00,29.68,48,92,1,26
02/01/24,08:30,2024-02-01 08:30:00,29.68,48,92,0,
02/01/24,08:45,2024-02-01 08:45:00,29.72,48,92,0,
02/01/24,09:00,2024-02-01 09:00:00,29.71,48,92,0,
02/01/24,09:15,2024-02-01 09:15:00,29.71,49,92,0,
02/01/24,09:30,2024-02-01 09:30:00,29.72,49,92,0,
02/01/24,09:45,2024-02-01 09:45:00,29.73,49,92,0,
02/01/24,10:00,2024-02-01 10:00:00,29.73,49,92,0,
02/01/24,10:15,2024-02-01 10:15:00,29.73,49,93,0,
02/01/24,10:30,2024-02-01 10:30:00,29.74,50,92,0,
02/01/24,10:45,2024-02-01 10:45:00,29.74,50,92,0,
02/01/24,11:00,2024-02-01 11:00:00,29.74,50,92,0,
02/01/24,11:15,2024-02-01 11:15:00,29.73,51,93,0,
02/01/24,11:30,2024-02-01 11:30:00,29.73,52,93,0,
02/01/24,11:45,2024-02-01 11:45:00,29.72,52,93,0,
02/01/24,12:00,2024-02-01 12:00:00,29.72,54,92,0,
02/01/24,12:15,2024-02-01 12:15:00,29.7,54,92,0,
02/01/24,12:30,2024-02-01 12:30:00,29.7,55,92,0,
02/01/24,12:45,2024-02-01 12:45:00,29.69,55,92,0,
02/01/24,13:00,2024-02-01 13:00:00,29.69,56,91,0,
02/01/24,13:16,2024-02-01 13:16:00,29.68,56,89,0,
02/01/24,13:30,2024-02-01 13:30:00,29.68,56,89,0,
02/01/24,13:45,2024-02-01 13:45:00,29.68,56,88,0,
02/01/24,14:01,2024-02-01 14:01:00,29.68,59,82,0,
02/01/24,14:15,2024-02-01 14:15:00,29.68,60,77,1,269
02/01/24,14:31,2024-02-01 14:31:00,29.68,59,74,1,213
02/01/24,14:45,2024-02-01 14:45:00,29.68,59,74,1,213
02/01/24,15:00,2024-02-01 15:00:00,29.68,60,73,2,248
02/01/24,15:15,2024-02-01 15:15:00,29.69,58,75,0,
02/01/24,15:30,2024-02-01 15:30:00,29.69,56,79,0,
02/01/24,15:45,2024-02-01 15:45:00,29.68,56,79,0,
02/01/24,16:00,2024-02-01 16:00:00,29.69,56,82,0,
02/01/24,16:16,2024-02-01 16:16:00,29.7,56,81,0,
02/01/24,16:30,2024-02-01 16:30:00,29.7,55,82,0,
02/01/24,16:45,2024-02-01 16:45:00,29.71,55,82,0,
02/01/24,17:01,2024-02-01 17:01:00,29.71,54,84,0,
02/01/24,17:16,2024-02-01 17:16:00,29.71,54,85,0,
02/01/24,17:30,2024-02-01 17:30:00,29.71,53,85,0,
02/01/24,17:45,2024-02-01 17:45:00,29.71,53,85,0,
02/01/24,18:00,2024-02-01 18:00:00,29.71,53,87,0,
02/01/24,18:15,2024-02-01 18:15:00,29.72,53,88,0,
02/01/24,18:30,2024-02-01 18:30:00,29.72,51,88,0,
02/01/24,18:45,2024-02-01 18:45:00,29.73,51,88,0,
02/01/24,19:01,2024-02-01 19:01:00,29.73,50,89,0,
02/01/24,19:15,2024-02-01 19:15:00,29.75,50,90,0,
02/01/24,19:30,2024-02-01 19:30:00,29.75,49,90,0,
02/01/24,19:45,2024-02-01 19:45:00,29.75,49,90,0,
02/01/24,20:00,2024-02-01 20:00:00,29.75,49,90,0,
02/01/24,20:16,2024-02-01 20:16:00,29.76,49,91,0,
02/01/24,20:31,2024-02-01 20:31:00,29.76,49,91,0,
02/01/24,20:45,2024-02-01 20:45:00,29.77,49,91,0,
02/01/24,21:00,2024-02-01 21:00:00,29.77,48,91,0,
02/01/24,21:15,2024-02-01 21:15:00,29.78,48,91,0,
02/01/24,21:30,2024-02-01 21:30:00,29.78,49,92,0,
02/01/24,21:45,2024-02-01 21:45:00,29.77,49,92,0,
02/01/24,22:00,2024-02-01 22:00:00,29.77,48,92,0,
02/01/24,22:16,2024-02-01 22:16:00,29.77,48,92,0,
02/01/24,22:31,2024-02-01 22:31:00,29.77,47,92,0,
02/01/24,22:45,2024-02-01 22:45:00,29.77,47,92,0,
02/01/24,23:00,2024-02-01 23:00:00,29.77,47,92,0,
02/01/24,23:15,2024-02-01 23:15:00,29.77,47,92,0,
02/01/24,23:30,2024-02-01 23:30:00,29.77,47,92,0,
02/01/24,23:45,2024-02-01 23:45:00,29.78,47,92,0,
02/02/24,00:00,2024-02-02 00:00:00,29.78,49,93,0,
02/02/24,00:15,2024-02-02 00:15:00,29.78,50,92,0,
02/02/24,00:30,2024-02-02 00:30:00,29.78,50,92,0,
02/02/24,00:45,2024-02-02 00:45:00,29.78,50,92,0,
02/02/24,01:00,2024-02-02 01:00:00,29.78,50,92,0,
02/02/24,01:15,2024-02-02 01:15:00,29.78,50,92,0,
02/02/24,01:30,2024-02-02 01:30:00,29.78,49,92,0,
02/02/24,01:45,2024-02-02 01:45:00,29.78,49,92,0,
02/02/24,02:00,2024-02-02 02:00:00,29.78,49,92,0,
02/02/24,02:15,2024-02-02 02:15:00,29.79,49,92,0,
02/02/24,02:31,2024-02-02 02:31:00,29.79,49,93,0,
02/02/24,02:45,2024-02-02 02:45:00,29.79,49,92,0,
02/02/24,03:00,2024-02-02 03:00:00,29.79,48,92,0,
02/02/24,03:15,2024-02-02 03:15:00,29.79,47,92,0,
02/02/24,03:30,2024-02-02 03:30:00,29.79,47,92,0,
02/02/24,03:45,2024-02-02 03:45:00,29.79,46,92,0,
02/02/24,04:01,2024-02-02 04:01:00,29.8,45,92,0,
02/02/24,04:15,2024-02-02 04:15:00,29.8,45,92,0,
02/02/24,04:30,2024-02-02 04:30:00,29.8,45,92,0,
02/02/24,04:45,2024-02-02 04:45:00,29.8,45,93,0,
02/02/24,04:46,2024-02-02 04:46:00,29.8,45,93,0,
02/02/24,05:00,2024-02-02 05:00:00,29.8,45,93,0,
02/02/24,05:15,2024-02-02 05:15:00,29.81,45,93,0,
02/02/24,05:30,2024-02-02 05:30:00,29.81,45,93,0,
02/02/24,05:45,2024-02-02 05:45:00,29.82,45,93,0,
02/02/24,05:46,2024-02-02 05:46:00,29.82,45,93,0,
02/02/24,06:00,2024-02-02 06:00:00,29.83,44,93,0,
02/02/24,06:15,2024-02-02 06:15:00,29.84,44,93,0,
02/02/24,06:30,2024-02-02 06:30:00,29.84,43,93,0,
02/02/24,06:45,2024-02-02 06:45:00,29.84,43,93,0,
02/02/24,07:00,2024-02-02 07:00:00,29.85,44,93,0,
02/02/24,07:15,2024-02-02 07:15:00,29.86,44,93,0,
02/02/24,07:30,2024-02-02 07:30:00,29.86,44,93,0,
02/02/24,07:45,2024-02-02 07:45:00,29.86,44,93,0,
02/02/24,08:00,2024-02-02 08:00:00,29.88,45,93,0,
02/02/24,08:15,2024-02-02 08:15:00,29.88,46,93,0,
02/02/24,08:30,2024-02-02 08:30:00,29.89,46,93,0,
02/02/24,08:45,2024-02-02 08:45:00,29.89,46,93,0,
